,usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,isbn,creator,subjects,publisher,publicationyear
3421,Digital,OverDrive,EBOOK,2018,1,1,"Jester Leaps In: Fools' Guild Mystery Series, Book 2",,Alan Gordon,"Fiction, Mystery",Macmillan Publishers,2013
3422,Digital,OverDrive,EBOOK,2018,1,9,Medical Medium Life-Changing Foods: Save Yourself and the Ones You Love with the Hidden Healing Powers of Fruits & Vegetables,,Anthony William,"New Age, Nonfiction","Hay House, Inc.",2016
3429,Digital,OverDrive,EBOOK,2018,1,4,Seattle Noir,,Curt,"Fiction, Mystery, Short Stories",Lightning Source Inc,2010
3432,Digital,OverDrive,EBOOK,2018,1,1,Summer Gatherings: Casual Food to Enjoy with Family and Friends,,Rick Rodgers,"Cooking & Food, Nonfiction",HarperCollins Publishers Inc.,2008
3433,Digital,OverDrive,EBOOK,2018,1,1,At the Foundling Hospital: Poems,,Robert Pinsky,"Fiction, Poetry",Macmillan Publishers,2017
3448,Digital,OverDrive,EBOOK,2018,1,1,"Dragon Princess Series, Book 1",,S. Andrew Swann,"Fantasy, Fiction, Humor (Fiction), Science Fiction","Penguin Group (USA), Inc.",2014
3461,Digital,OverDrive,EBOOK,2018,1,1,The Wig in the Window,,Kristen Kittscher,"Humor (Fiction), Juvenile Fiction, Juvenile Literature, Mystery",HarperCollins Publishers Inc.,2013
3462,Digital,OverDrive,EBOOK,2018,1,2,Peter Pan: Peter and Wendy,,J. M. Barrie,"Classic Literature, Fantasy, Juvenile Fiction",Duke Classics,2018
3463,Digital,OverDrive,EBOOK,2018,1,1,The Bones of You,,Debbie Howells,"Fiction, Mystery, Suspense, Thriller","Random House, Inc.",2015
3464,Digital,OverDrive,EBOOK,2018,1,4,It's Not Okay: Turning Heartbreak into Happily Never After,,Andi Dorfman,"Biography & Autobiography, Nonfiction, Performing Arts","Simon & Schuster, Inc.",2016
3465,Digital,OverDrive,EBOOK,2018,1,2,How Doctors Think,,Jerome Groopman,"Medical, Nonfiction",Houghton Mifflin Harcourt Trade and Reference,2011
3470,Digital,OverDrive,EBOOK,2018,1,2,"Nate the Great, San Francisco Detective: Nate the Great Series, Book 22",,Marjorie Weinman Sharmat,"Beginning Reader, Juvenile Fiction, Mystery","Random House, Inc.",2013
3471,Digital,OverDrive,EBOOK,2018,1,2,"Mercy Watson Fights Crime: Mercy Watson Series, Book 3",,Kate DiCamillo,"Juvenile Fiction, Juvenile Literature",Candlewick Press,2015
3474,Digital,OverDrive,EBOOK,2018,1,2,Dust Tracks on a Road: An Autobiography,,Zora Neale Hurston,"Fiction, Literature",HarperCollins Publishers Inc.,2016
3479,Digital,OverDrive,EBOOK,2018,1,3,Death by Black Hole: And Other Cosmic Quandaries,,Neil DeGrasse Tyson,"Nonfiction, Science",W. W. Norton & Company,2015
3483,Digital,OverDrive,EBOOK,2018,1,3,When Books Went to War: The Stories That Helped Us Win World War II,,Molly Guptill Manning,"History, Military, Nonfiction",Houghton Mifflin Harcourt Trade and Reference,2014
3487,Digital,OverDrive,EBOOK,2018,1,1,"The Fatal Funnel Cake: Fresh-Baked Mystery Series, Book 8",,Livia J. Washburn,"Fiction, Mystery","Penguin Group (USA), Inc.",2014
3488,Digital,OverDrive,EBOOK,2018,1,2,The High Lord: The Black Magician Trilogy Book 3,,Trudi Canavan,"Fantasy, Fiction",HarperCollins Publishers Inc.,2010
3492,Digital,OverDrive,EBOOK,2018,1,3,"Primal Fat Burner: Live Longer, Slow Aging, Super-Power Your Brain, and Save Your Life with a High-Fat, Low-Carb Paleo Diet",,Nora Gedgaudas,"Health & Fitness, Nonfiction","Simon & Schuster, Inc.",2017
3499,Digital,OverDrive,EBOOK,2018,1,1,"The Pillars of Creation: Sword of Truth Series, Book 7",,Terry Goodkind,"Fantasy, Fiction",Macmillan Publishers,2013
3522,Digital,OverDrive,EBOOK,2018,1,1,Japanese Women Don't Get Old or Fat: Secrets of My Mother's Tokyo Kitchen,,Naomi Moriyama,"Health & Fitness, Nonfiction, Self-Improvement","Random House, Inc.",2010
3528,Digital,OverDrive,EBOOK,2018,1,2,"Perfect Chemistry: Perfect Chemistry Series, Book 1",,Simone Elkeles,"Romance, Young Adult Fiction",Bloomsbury USA,2010
3529,Digital,OverDrive,EBOOK,2018,1,4,"Wicked Prey: Prey Series, Book 19",,John Sandford,"Fiction, Thriller","Penguin Group (USA), Inc.",2011
3533,Digital,OverDrive,EBOOK,2018,1,1,The Kids' Book of Questions: Revised for the New Century,,Gregory Stock,"Juvenile Nonfiction, Self-Improvement",Workman Publishing,2012
3541,Digital,OverDrive,EBOOK,2018,1,1,"Killer Keepsakes: Josie Prescott Antiques Mystery Series, Book 4",,Jane K. Cleland,"Fiction, Mystery",Macmillan Publishers,2013
3543,Digital,OverDrive,EBOOK,2018,1,2,The Alaskan Laundry,,Brendan Jones,"Fiction, Literature",Houghton Mifflin Harcourt Trade and Reference,2016
3545,Digital,OverDrive,EBOOK,2018,1,3,"In the Ocean of Night: Galactic Center Series, Book 1",,Gregory Benford,"Fiction, Science Fiction","Hachette Digital, Inc.",2013
3546,Digital,OverDrive,EBOOK,2018,1,3,"The Invisible Island: A to Z Mystery Series, Book 9",,Ron Roy,"Juvenile Fiction, Mystery","Random House, Inc.",2011
3548,Digital,OverDrive,EBOOK,2018,1,1,"Prince Lestat: Vampire Chronicles, Book 11",,Anne Rice,"Fantasy, Fiction, Thriller","Random House, Inc.",2014
3552,Digital,OverDrive,EBOOK,2018,1,1,A Knot in the Grain: And Other Stories,,Robin McKinley,"Fantasy, Folklore, Short Stories, Young Adult Fiction",Open Road Integrated Media,2015
3553,Digital,OverDrive,EBOOK,2018,1,17,The Stand,,Stephen King,"Fiction, Horror, Suspense, Thriller","Random House, Inc.",2008
3558,Digital,OverDrive,EBOOK,2018,1,1,At Star's End,,Anna Hackett,"Fiction, Romance, Romance, Science Fiction",Carina Press,2014
3560,Digital,OverDrive,EBOOK,2018,1,1,"The Yellow Feather Mystery: Hardy Boys Series, Book 33",,Franklin W. Dixon,"Juvenile Fiction, Mystery","Penguin Group (USA), Inc.",2011
3567,Digital,OverDrive,EBOOK,2018,1,1,"The Chemical Wedding, by Christian Rosencreutz: A Romance in Eight Days by Johann Valentin Andreae in a New Version",,John Crowley,"Classic Literature, Fiction, Historical Fiction, Literature",Lightning Source Inc,2016
3570,Digital,OverDrive,EBOOK,2018,1,1,"Dr. John Lee's Hormone Balance Made Simple: The Essential How-to Guide to Symptoms, Dosage, Timing, and More",,John R. Lee,"Health & Fitness, Nonfiction","Hachette Digital, Inc.",2009
3581,Digital,OverDrive,EBOOK,2018,1,1,Thank You for Smoking: A Novel,,Christopher Buckley,"Fiction, Humor (Fiction), Literature","Random House, Inc.",2012
3586,Digital,OverDrive,EBOOK,2018,1,1,"The 30-Minute Vegan: Over 175 Quick, Delicious, and Healthy Recipes for Everyday Cooking",,Mark Reinfeld,"Cooking & Food, Nonfiction","Hachette Digital, Inc.",2009
3590,Digital,OverDrive,EBOOK,2018,1,1,Dory's Story,,RH Disney,"Beginning Reader, Humor (Fiction), Juvenile Fiction","Random House, Inc.",2016
3591,Digital,OverDrive,EBOOK,2018,1,2,John le Carre: The Biography,,Adam Sisman,"Biography & Autobiography, Nonfiction",HarperCollins Publishers Inc.,2015
3593,Digital,OverDrive,EBOOK,2018,1,1,I Have Lived a Thousand Years: Growing Up in the Holocaust,,Livia Bitton-Jackson,"Biography & Autobiography, Juvenile Nonfiction","Simon & Schuster, Inc.",2014
3600,Digital,OverDrive,EBOOK,2018,1,5,Chronicle of a Death Foretold,,Gabriel García Márquez,"Fantasy, Fiction, Literature","Random House, Inc.",2014
3603,Digital,OverDrive,EBOOK,2018,1,2,The Secret Life of Lady Lucinda,,Sophie Barnes,"Fiction, Historical Fiction, Romance",HarperCollins Publishers Inc.,2013
3608,Digital,OverDrive,EBOOK,2018,1,1,Remembering: A Novel,,Wendell Berry,"Fiction, Literature",Lightning Source Inc,2012
3609,Digital,OverDrive,EBOOK,2018,1,1,Shrapnel: A Memoir,,William Wharton,"Biography & Autobiography, History, Military, Nonfiction",HarperCollins Publishers Inc.,2013
3613,Digital,OverDrive,EBOOK,2018,1,1,Red Carpet Ready: Secrets for Making the Most of Any Moment You're in the Spotlight,,Melissa Rivers,"Nonfiction, Reference, Self Help, Self-Improvement","Random House, Inc.",2010
3622,Digital,OverDrive,EBOOK,2018,1,1,"Gracelin O'Malley: Gracelin O'Malley Series, Book 1",,Ann Moore,"Fiction, Historical Fiction, Literature, Romance",Open Road Integrated Media,2016
3628,Digital,OverDrive,EBOOK,2018,1,38,Midnight at the Bright Ideas Bookstore: A Novel,,Matthew Sullivan,"Fiction, Literature, Mystery, Thriller","Simon & Schuster, Inc.",2017
3635,Digital,OverDrive,EBOOK,2018,1,3,The Chamber,,John Grisham,"Fiction, Suspense, Thriller","Random House, Inc.",2010
3643,Digital,OverDrive,EBOOK,2018,1,1,"Skippyjon Jones, Class Action",,Judy Schachner,"Juvenile Fiction, Picture Book Fiction","Penguin Group (USA), Inc.",2016
3645,Digital,OverDrive,EBOOK,2018,1,2,"The Last Good Knight, Part 2: Sore Spots",,Tiffany Reisz,"Erotic Literature, Fiction","Harlequin Enterprises, Ltd.",2017
3650,Digital,OverDrive,EBOOK,2018,1,1,"Chosen: Graphic Novel: Books of History Chronicles: Lost, Book 1",,Ted Dekker,Young Adult Fiction,Thomas Nelson Inc.,2011
3660,Digital,OverDrive,EBOOK,2018,1,1,Knitting Scarves from Around the World: 23 Patterns in a Variety of Styles and Techniques,,Kari Cornell,"Crafts, Nonfiction",Quarto Publishing Group USA,2012
3667,Digital,OverDrive,EBOOK,2018,1,6,"Afro-Vegan: Farm-Fresh African, Caribbean, and Southern Flavors Remixed",,Bryant Terry,"Cooking & Food, Nonfiction","Random House, Inc.",2014
3673,Digital,OverDrive,EBOOK,2018,1,1,"The Demon and the Succubus: Sisters of Darkness Series, Book 2",,Cassie Ryan,"Fantasy, Fiction, Romance","Penguin Group (USA), Inc.",2013
3677,Digital,OverDrive,EBOOK,2018,1,2,Lord of the White Hell Book One,,Ginn Hale,"Fantasy, Fiction, Literature","Smashwords, Inc.",2016
3680,Digital,OverDrive,EBOOK,2018,1,1,Italy from a Backpack,,Mark Pearson,"Nonfiction, Travel",Lightning Source Inc,2009
3699,Digital,OverDrive,EBOOK,2018,1,12,"Ender's Game: Ender Wiggin Series, Book 1",,Orson Scott Card,"Fiction, Science Fiction",Macmillan Publishers,2013
3700,Digital,OverDrive,EBOOK,2018,1,9,Coming to My Senses: The Making of a Counterculture Cook,,Alice Waters,"Biography & Autobiography, Cooking & Food, Nonfiction","Random House, Inc.",2017
3706,Digital,OverDrive,EBOOK,2018,1,10,"Bonds of Justice: Psy-Changeling Series, Book 8",,Nalini Singh,"Fantasy, Fiction, Romance","Penguin Group (USA), Inc.",2010
3714,Digital,OverDrive,EBOOK,2018,1,4,Reservation Blues: A Novel,,Sherman Alexie,"Fiction, Literature",Open Road Integrated Media,2013
3715,Digital,OverDrive,EBOOK,2018,1,2,"Through the Evil Days: Clare Fergusson and Russ Van Alstyne Mystery Series, Book 8",,Julia Spencer-Fleming,"Fiction, Mystery",Macmillan Publishers,2014
3719,Digital,OverDrive,EBOOK,2018,1,1,The Contract,,Derek Jeter,"Juvenile Fiction, Juvenile Literature","Simon & Schuster, Inc.",2014
3742,Digital,OverDrive,EBOOK,2018,1,4,"Elizabeth's Wolf: Breeds Series, Book 3",,Lora Leigh,"Erotic Literature, Fantasy, Fiction",Ellora's Cave Publishing Inc,2015
3748,Digital,OverDrive,EBOOK,2018,1,2,Joseph Anton: A Memoir,,Salman Rushdie,"Biography & Autobiography, Nonfiction, Politics, Religion & Spirituality","Random House, Inc.",2012
3752,Digital,OverDrive,EBOOK,2018,1,1,"Flourless to Stop Him: Baker's Treat Mystery Series, Book 3",,Nancy J. Parra,"Fiction, Mystery","Penguin Group (USA), Inc.",2015
3753,Digital,OverDrive,EBOOK,2018,1,2,Paddington Here and Now,,Michael Bond,"Classic Literature, Juvenile Fiction",HarperCollins Publishers Inc.,2009
3756,Digital,OverDrive,EBOOK,2018,1,1,Hot Pink,,Adam Levin,"Fiction, Humor (Fiction), Literature, Short Stories",Lightning Source Inc,2012
3767,Digital,OverDrive,EBOOK,2018,1,1,Beware That Girl,,Teresa Toten,"Suspense, Thriller, Young Adult Fiction, Young Adult Literature","Random House, Inc.",2016
3776,Digital,OverDrive,EBOOK,2018,1,1,Baby Animals,,Garth Williams,"Juvenile Fiction, Juvenile Literature, Picture Book Fiction","Random House, Inc.",2012
3779,Digital,OverDrive,EBOOK,2018,1,7,The Abu Dhabi Bar Mitzvah: Fear and Love in the Modern Middle East,,Adam Valen Levinson,"Nonfiction, Travel",W. W. Norton & Company,2018
3781,Digital,OverDrive,EBOOK,2018,1,2,El general en su liberinto,,Gabriel García Márquez,"Fantasy, Fiction, Literature","Random House, Inc.",2015
3782,Digital,OverDrive,EBOOK,2018,1,1,Land's End: A Walk in Provincetown,,Michael Cunningham,"Nonfiction, Travel","Random House, Inc.",2009
3786,Digital,OverDrive,EBOOK,2018,1,2,Mouse's First Snow,,Lauren Thompson,"Juvenile Fiction, Picture Book Fiction","Simon & Schuster, Inc.",2016
3797,Digital,OverDrive,EBOOK,2018,1,1,"Flying Changes: Annemarie Zimmer Series, Book 2",,Sara Gruen,"Fiction, Literature",HarperCollins Publishers Inc.,2010
3817,Digital,OverDrive,EBOOK,2018,1,3,Fraud,,Anita Brookner,"Fiction, Literature","Random House, Inc.",2012
3819,Digital,OverDrive,EBOOK,2018,1,1,Bass Guitar For Dummies,,Patrick Pfeiffer,"Music, Nonfiction","John Wiley & Sons, Inc.",2011
3821,Digital,OverDrive,EBOOK,2018,1,1,Rosinante to the Road Again,,John Dos Passos,"Nonfiction, Travel","Sterling Publishing Co., Inc.",2013
3823,Digital,OverDrive,EBOOK,2018,1,2,"One Night With a Prince: The Royal Brotherhood Series, Book 3",,Sabrina Jeffries,"Fiction, Historical Fiction, Romance","Simon & Schuster, Inc.",2014
3829,Digital,OverDrive,EBOOK,2018,1,2,"Reap the Wind: Cassandra Palmer Series, Book 7",,Karen Chance,"Fantasy, Fiction, Romance","Penguin Group (USA), Inc.",2015
3835,Digital,OverDrive,EBOOK,2018,1,3,Bellevue Square,,Michael Redhill,"Fiction, Literature, Suspense, Thriller","Random House, Inc.",2017
3841,Digital,OverDrive,EBOOK,2018,1,1,"To Catch a Leaf: Flower Shop Mystery Series, Book 12",,Kate Collins,"Fiction, Mystery","Penguin Group (USA), Inc.",2011
3855,Digital,OverDrive,EBOOK,2018,1,16,The Library at Mount Char,,Scott Hawkins,"Fantasy, Fiction, Horror","Random House, Inc.",2015
3860,Digital,OverDrive,EBOOK,2018,1,1,A Reliable Wife,,Robert Goolrick,"Fiction, Literature",Workman Publishing,2010
3862,Digital,OverDrive,EBOOK,2018,1,1,The Forgotten Man: A New History of the Great Depression,,Amity Shlaes,"History, Nonfiction",HarperCollins Publishers Inc.,2007
3864,Digital,OverDrive,EBOOK,2018,1,9,Purple Hibiscus: A Novel,,Chimamanda Ngozi Adichie,"Young Adult Fiction, Young Adult Literature",Workman Publishing,2013
3865,Digital,OverDrive,EBOOK,2018,1,1,"Shadow Wave: CHERUB Series, Book 12",,Robert Muchamore,"Suspense, Thriller, Young Adult Fiction, Young Adult Literature","Simon & Schuster, Inc.",2017
3868,Digital,OverDrive,EBOOK,2018,1,3,Horns: A Novel,,Joe Hill,"Fiction, Thriller",HarperCollins Publishers Inc.,2010
3882,Digital,OverDrive,EBOOK,2018,1,2,"Peach Cobbler Murder: Hannah Swensen Mystery Series, Book 7",,Joanne Fluke,"Fiction, Mystery","Random House, Inc.",2014
3883,Digital,OverDrive,EBOOK,2018,1,1,Fire Monks: Mind Meets Wildfire at the Gates of Tassajara,,Colleen Morton Busch,"History, Nonfiction, Religion & Spirituality","Penguin Group (USA), Inc.",2011
3900,Digital,OverDrive,EBOOK,2018,1,2,The Night Villa: A Novel,,Carol Goodman,"Fiction, Historical Fiction, Suspense, Thriller","Random House, Inc.",2018
3903,Digital,OverDrive,EBOOK,2018,1,1,The Way of the World,,Ron Suskind,"History, Nonfiction",HarperCollins Publishers Inc.,2008
3905,Digital,OverDrive,EBOOK,2018,1,5,The Forgotten Garden: A Novel,,Kate Morton,"Fiction, Historical Fiction, Literature","Simon & Schuster, Inc.",2014
3914,Digital,OverDrive,EBOOK,2018,1,1,Inside Inside,,James Lipton,"Biography & Autobiography, Nonfiction, Performing Arts","Penguin Group (USA), Inc.",2008
3916,Digital,OverDrive,EBOOK,2018,1,3,Fall of Man in Wilmslow: The Death and Life of Alan Turing: A Novel,,David Lagercrantz,"Fiction, Historical Fiction, Literature, Mystery","Random House, Inc.",2016
3923,Digital,OverDrive,EBOOK,2018,1,1,Out of the Storm,,Joann Ross,"Fiction, Literature, Romance","Simon & Schuster, Inc.",2014
3925,Digital,OverDrive,EBOOK,2018,1,1,"Tracking Bear: Ella Clah Series, Book 8",,Aimée Thurlo,"Fiction, Mystery",Macmillan Publishers,2013
3930,Digital,OverDrive,EBOOK,2018,1,2,The Stanislavski System: The Professional Training of an Actor; Second Revised Edition,,Sonia Moore,"Nonfiction, Performing Arts","Penguin Group (USA), Inc.",2013
3939,Digital,OverDrive,EBOOK,2018,1,2,"The Halfling's Gem: The Legend of Drizzt, Book VI",,R.A. Salvatore,"Fantasy, Fiction","Random House, Inc.",2009
3941,Digital,OverDrive,EBOOK,2018,1,3,The Womanly Art of Breastfeeding: Completely Revised and Updated,,La Leche League International,"Family & Relationships, Health & Fitness, Nonfiction","Random House, Inc.",2012
3944,Digital,OverDrive,EBOOK,2018,1,1,The Thing About Luck,,Cynthia Kadohata,"Juvenile Fiction, Juvenile Literature","Simon & Schuster, Inc.",2014
3946,Digital,OverDrive,EBOOK,2018,1,2,Mama Gena's School of Womanly Arts: Using the Power of Pleasure to Have Your Way with the World,,Regena Thomashauer,"New Age, Nonfiction, Self-Improvement, Sociology","Simon & Schuster, Inc.",2014
3953,Digital,OverDrive,EBOOK,2018,1,10,Stella by Starlight,,Sharon M. Draper,"African American Fiction, Historical Fiction, Juvenile Fiction","Simon & Schuster, Inc.",2014
3960,Digital,OverDrive,EBOOK,2018,1,2,Days with Frog and Toad,,Arnold Lobel,Juvenile Fiction,HarperCollins Publishers Inc.,2009
3968,Digital,OverDrive,EBOOK,2018,1,1,Going Once,,Sharon  Sala,"Fiction, Romance, Suspense, Suspense","Harlequin Enterprises, Ltd.",2013
3981,Digital,OverDrive,EBOOK,2018,1,6,Wired for Love: How Understanding Your Partner's Brain and Attachment Style Can Help You Defuse Conflict and Build a Secure Relationship,,Stan Tatkin,"Family & Relationships, Nonfiction",New Harbinger Publications,2013
3988,Digital,OverDrive,EBOOK,2018,1,1,"Vive le Vegan!: Simple, Delectable Recipes for the Everyday Vegan Family",,Dreena Burton,"Cooking & Food, Nonfiction",Lightning Source Inc,2010
3989,Digital,OverDrive,EBOOK,2018,1,1,Joseph Andrews/Shamela,,Henry Fielding,"Fiction, Short Stories","Penguin Group (USA), Inc.",2011
4008,Digital,OverDrive,EBOOK,2018,1,1,"Once Tempted: Danvers Family Series, Book 3",,Elizabeth Boyle,"Fiction, Historical Fiction, Romance",HarperCollins Publishers Inc.,2009
4009,Digital,OverDrive,EBOOK,2018,1,2,"Killer Instinct: Charlie Fox Series, Book 1",,Zoe Sharp,"Fiction, Mystery, Thriller",National Book Network (NBN),2016
4019,Digital,OverDrive,EBOOK,2018,1,1,"Without Restraint: Southern Shields Series, Book 1",,Angela Knight,"Fiction, Romance, Suspense","Penguin Group (USA), Inc.",2015
4024,Digital,OverDrive,EBOOK,2018,1,1,"The Alchemy of Air: A Jewish Genius, a Doomed Tycoon, and the Scientific Discovery That Fed theWorld but Fueled the Rise of Hitler",,Thomas Hager,"Chemistry, History, Nonfiction, Science","Random House, Inc.",2010
4034,Digital,OverDrive,EBOOK,2018,1,1,"Redemption: MILA 2.0 Series, Book 3",,Debra Driza,"Science Fiction, Young Adult Fiction",HarperCollins Publishers Inc.,2016
4043,Digital,OverDrive,EBOOK,2018,1,1,"Angel's Tip: Ellie Hatcher Series, Book 2",,Alafair Burke,"Fiction, Mystery",HarperCollins Publishers Inc.,2011
4044,Digital,OverDrive,EBOOK,2018,1,3,Double Cross: The True Story of the D-Day Spies,,Ben Macintyre,"History, Military, Nonfiction","Random House, Inc.",2012
4046,Digital,OverDrive,EBOOK,2018,1,1,Silk,,Alessandro Baricco,"Fiction, Literature","Random House, Inc.",2012
4056,Digital,OverDrive,EBOOK,2018,1,2,Lords of Secrecy: The National Security Elite and America's Stealth Warfare,,Scott Horton,"Law, Nonfiction, Politics","Hachette Digital, Inc.",2015
4059,Digital,OverDrive,EBOOK,2018,1,1,"Murder on Lexington Avenue: Gaslight Mystery Series, Book 12",,Victoria Thompson,"Fiction, Mystery","Penguin Group (USA), Inc.",2013
4061,Digital,OverDrive,EBOOK,2018,1,1,"Fire in the Sky: Seekers Series, Book 5",,Erin Hunter,"Fantasy, Juvenile Fiction",HarperCollins Publishers Inc.,2010
4071,Digital,OverDrive,EBOOK,2018,1,1,The Boneshaker,,Kate Milford,"Fantasy, Historical Fiction, Young Adult Fiction",Houghton Mifflin Harcourt Trade and Reference,2011
4079,Digital,OverDrive,EBOOK,2018,1,1,The Rig Veda,,Anonymous,"Fiction, Poetry","Penguin Group (USA), Inc.",2011
4081,Digital,OverDrive,EBOOK,2018,1,4,My Sister's Keeper: A Novel,,Jodi Picoult,"Fiction, Literature","Simon & Schuster, Inc.",2014
